index	promptID	pairID	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	label2	label3	label4	label5	gold_label
22	a	b	d	e	f	g	h	Two dogs play with a green ball on a wooden deck.	Two dogs play with a green basketball on a wooden deck.	a	b	c	d	e	neutral
23	a	b	d	e	f	g	h	Two dogs play with a green basketball on a wooden deck.	Two dogs play with a green ball on a wooden deck.	a	b	c	d	e	entailment
24	a	b	d	e	f	g	h	Two dogs play with a green ball on a wooden deck.	Two dogs play with a green volleyball on a wooden deck.	a	b	c	d	e	neutral
25	a	b	d	e	f	g	h	Two dogs play with a green volleyball on a wooden deck.	Two dogs play with a green ball on a wooden deck.	a	b	c	d	e	entailment
26	a	b	d	e	f	g	h	An Asian woman cutting the stems of a green leafy vegetable at a market.	An Asian woman cutting the stems of a green leafy cabbage at a market.	a	b	c	d	e	neutral
27	a	b	d	e	f	g	h	An Asian woman cutting the stems of a green leafy cabbage at a market.	An Asian woman cutting the stems of a green leafy vegetable at a market.	a	b	c	d	e	entailment
28	a	b	d	e	f	g	h	An Asian woman cutting the stems of a green leafy vegetable at a market.	An Asian woman cutting the stems of a green leafy spinach at a market.	a	b	c	d	e	neutral
29	a	b	d	e	f	g	h	An Asian woman cutting the stems of a green leafy spinach at a market.	An Asian woman cutting the stems of a green leafy vegetable at a market.	a	b	c	d	e	entailment
30	a	b	d	e	f	g	h	An Asian woman cutting the stems of a green leafy vegetable at a market.	An Asian woman cutting the stems of a green leafy sprout at a market.	a	b	c	d	e	neutral
31	a	b	d	e	f	g	h	An Asian woman cutting the stems of a green leafy sprout at a market.	An Asian woman cutting the stems of a green leafy vegetable at a market.	a	b	c	d	e	entailment
32	a	b	d	e	f	g	h	An Asian woman cutting the stems of a green leafy vegetable at a market.	An Asian woman cutting the stems of a green leafy kale at a market.	a	b	c	d	e	neutral
33	a	b	d	e	f	g	h	An Asian woman cutting the stems of a green leafy kale at a market.	An Asian woman cutting the stems of a green leafy vegetable at a market.	a	b	c	d	e	entailment
34	a	b	d	e	f	g	h	An Asian woman cutting the stems of a green leafy vegetable at a market.	An Asian woman cutting the stems of a green leafy lettuce at a market.	a	b	c	d	e	neutral
35	a	b	d	e	f	g	h	An Asian woman cutting the stems of a green leafy lettuce at a market.	An Asian woman cutting the stems of a green leafy vegetable at a market.	a	b	c	d	e	entailment
36	a	b	d	e	f	g	h	A young man is hanging on a rope above beautiful blue water.	A young adult is hanging on a rope above beautiful blue water.	a	b	c	d	e	entailment
37	a	b	d	e	f	g	h	A young adult is hanging on a rope above beautiful blue water.	A young man is hanging on a rope above beautiful blue water.	a	b	c	d	e	neutral
38	a	b	d	e	f	g	h	A young man is hanging on a rope above beautiful blue water.	A young person is hanging on a rope above beautiful blue water.	a	b	c	d	e	entailment
39	a	b	d	e	f	g	h	A young person is hanging on a rope above beautiful blue water.	A young man is hanging on a rope above beautiful blue water.	a	b	c	d	e	neutral
40	a	b	d	e	f	g	h	Children play fight with swords.	Children play fight with weapons.	a	b	c	d	e	entailment
41	a	b	d	e	f	g	h	Children play fight with weapons.	Children play fight with swords.	a	b	c	d	e	neutral
42	a	b	d	e	f	g	h	A surfer rides the crashing waves while another follows behind.	A person rides the crashing waves while another follows behind.	a	b	c	d	e	entailment
43	a	b	d	e	f	g	h	A person rides the crashing waves while another follows behind.	A surfer rides the crashing waves while another follows behind.	a	b	c	d	e	neutral
44	a	b	d	e	f	g	h	A white woman wearing a white shirt sitting and looking at her plate of food.	A white woman wearing a white shirt sitting and looking at her plate of eggs.	a	b	c	d	e	neutral
45	a	b	d	e	f	g	h	A white woman wearing a white shirt sitting and looking at her plate of eggs.	A white woman wearing a white shirt sitting and looking at her plate of food.	a	b	c	d	e	entailment
46	a	b	d	e	f	g	h	A white woman wearing a white shirt sitting and looking at her plate of food.	A white woman wearing a white shirt sitting and looking at her plate of cheese.	a	b	c	d	e	neutral
47	a	b	d	e	f	g	h	A white woman wearing a white shirt sitting and looking at her plate of cheese.	A white woman wearing a white shirt sitting and looking at her plate of food.	a	b	c	d	e	entailment
48	a	b	d	e	f	g	h	A white woman wearing a white shirt sitting and looking at her plate of food.	A white woman wearing a white shirt sitting and looking at her plate of corn.	a	b	c	d	e	neutral
49	a	b	d	e	f	g	h	A white woman wearing a white shirt sitting and looking at her plate of corn.	A white woman wearing a white shirt sitting and looking at her plate of food.	a	b	c	d	e	entailment
50	a	b	d	e	f	g	h	A white woman wearing a white shirt sitting and looking at her plate of food.	A white woman wearing a white shirt sitting and looking at her plate of rice.	a	b	c	d	e	neutral
51	a	b	d	e	f	g	h	A white woman wearing a white shirt sitting and looking at her plate of rice.	A white woman wearing a white shirt sitting and looking at her plate of food.	a	b	c	d	e	entailment
52	a	b	d	e	f	g	h	A white woman wearing a white shirt sitting and looking at her plate of food.	A white woman wearing a white shirt sitting and looking at her plate of bread.	a	b	c	d	e	neutral
53	a	b	d	e	f	g	h	A white woman wearing a white shirt sitting and looking at her plate of bread.	A white woman wearing a white shirt sitting and looking at her plate of food.	a	b	c	d	e	entailment
54	a	b	d	e	f	g	h	A woman in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans.	A adult in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans.	a	b	c	d	e	entailment
55	a	b	d	e	f	g	h	A adult in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans.	A woman in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans.	a	b	c	d	e	neutral
56	a	b	d	e	f	g	h	A woman in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans.	A individual in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans.	a	b	c	d	e	entailment
57	a	b	d	e	f	g	h	A individual in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans.	A woman in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans.	a	b	c	d	e	neutral
58	a	b	d	e	f	g	h	A woman in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans.	A housewife in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans.	a	b	c	d	e	neutral
59	a	b	d	e	f	g	h	A housewife in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans.	A woman in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans.	a	b	c	d	e	entailment
60	a	b	d	e	f	g	h	A woman in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans.	A mother in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans.	a	b	c	d	e	neutral
61	a	b	d	e	f	g	h	A mother in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans.	A woman in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans.	a	b	c	d	e	entailment
62	a	b	d	e	f	g	h	A woman in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans.	A prostitute in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans.	a	b	c	d	e	neutral
63	a	b	d	e	f	g	h	A prostitute in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans.	A woman in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans.	a	b	c	d	e	entailment
64	a	b	d	e	f	g	h	A woman in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans.	A granny in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans.	a	b	c	d	e	neutral
65	a	b	d	e	f	g	h	A granny in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans.	A woman in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans.	a	b	c	d	e	entailment
66	a	b	d	e	f	g	h	A woman in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans.	A widow in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans.	a	b	c	d	e	neutral
67	a	b	d	e	f	g	h	A widow in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans.	A woman in a polka-dot shirt and black boots is walking down the street and being approached by a man in a black jacket and jeans.	a	b	c	d	e	entailment
68	a	b	d	e	f	g	h	Two young children are walking down a tree lined path.	Two young orphans are walking down a tree lined path.	a	b	c	d	e	neutral
69	a	b	d	e	f	g	h	Two young orphans are walking down a tree lined path.	Two young children are walking down a tree lined path.	a	b	c	d	e	entailment
70	a	b	d	e	f	g	h	Men work on the paint of a side of an old building.	Men work on the paint of a side of an old hotel.	a	b	c	d	e	neutral
71	a	b	d	e	f	g	h	Men work on the paint of a side of an old hotel.	Men work on the paint of a side of an old building.	a	b	c	d	e	entailment
72	a	b	d	e	f	g	h	Men work on the paint of a side of an old building.	Men work on the paint of a side of an old cinema.	a	b	c	d	e	neutral
73	a	b	d	e	f	g	h	Men work on the paint of a side of an old cinema.	Men work on the paint of a side of an old building.	a	b	c	d	e	entailment
74	a	b	d	e	f	g	h	Men work on the paint of a side of an old building.	Men work on the paint of a side of an old planetarium.	a	b	c	d	e	neutral
75	a	b	d	e	f	g	h	Men work on the paint of a side of an old planetarium.	Men work on the paint of a side of an old building.	a	b	c	d	e	entailment
76	a	b	d	e	f	g	h	Men work on the paint of a side of an old building.	Men work on the paint of a side of an old hospital.	a	b	c	d	e	neutral
77	a	b	d	e	f	g	h	Men work on the paint of a side of an old hospital.	Men work on the paint of a side of an old building.	a	b	c	d	e	entailment
78	a	b	d	e	f	g	h	Men work on the paint of a side of an old building.	Men work on the paint of a side of an old palace.	a	b	c	d	e	neutral
79	a	b	d	e	f	g	h	Men work on the paint of a side of an old palace.	Men work on the paint of a side of an old building.	a	b	c	d	e	entailment
80	a	b	d	e	f	g	h	Men work on the paint of a side of an old building.	Men work on the paint of a side of an old stable.	a	b	c	d	e	neutral
81	a	b	d	e	f	g	h	Men work on the paint of a side of an old stable.	Men work on the paint of a side of an old building.	a	b	c	d	e	entailment
82	a	b	d	e	f	g	h	Men work on the paint of a side of an old building.	Men work on the paint of a side of an old dormitory.	a	b	c	d	e	neutral
83	a	b	d	e	f	g	h	Men work on the paint of a side of an old dormitory.	Men work on the paint of a side of an old building.	a	b	c	d	e	entailment
84	a	b	d	e	f	g	h	Men work on the paint of a side of an old building.	Men work on the paint of a side of an old courthouse.	a	b	c	d	e	neutral
85	a	b	d	e	f	g	h	Men work on the paint of a side of an old courthouse.	Men work on the paint of a side of an old building.	a	b	c	d	e	entailment
86	a	b	d	e	f	g	h	Men work on the paint of a side of an old building.	Men work on the paint of a side of an old theater.	a	b	c	d	e	neutral
87	a	b	d	e	f	g	h	Men work on the paint of a side of an old theater.	Men work on the paint of a side of an old building.	a	b	c	d	e	entailment
88	a	b	d	e	f	g	h	Men work on the paint of a side of an old building.	Men work on the paint of a side of an old church.	a	b	c	d	e	neutral
89	a	b	d	e	f	g	h	Men work on the paint of a side of an old church.	Men work on the paint of a side of an old building.	a	b	c	d	e	entailment
90	a	b	d	e	f	g	h	A group of men and women are singing a song.	A group of men and women are singing a carol.	a	b	c	d	e	neutral
91	a	b	d	e	f	g	h	A group of men and women are singing a carol.	A group of men and women are singing a song.	a	b	c	d	e	entailment
92	a	b	d	e	f	g	h	A group of men and women are singing a song.	A group of men and women are singing a hymn.	a	b	c	d	e	neutral
93	a	b	d	e	f	g	h	A group of men and women are singing a hymn.	A group of men and women are singing a song.	a	b	c	d	e	entailment
94	a	b	d	e	f	g	h	A group of men and women are singing a song.	A group of men and women are singing a anthem.	a	b	c	d	e	neutral
95	a	b	d	e	f	g	h	A group of men and women are singing a anthem.	A group of men and women are singing a song.	a	b	c	d	e	entailment
96	a	b	d	e	f	g	h	People in a brown boat float down the street of a city built on water.	People in a brown gondola float down the street of a city built on water.	a	b	c	d	e	neutral
97	a	b	d	e	f	g	h	People in a brown gondola float down the street of a city built on water.	People in a brown boat float down the street of a city built on water.	a	b	c	d	e	entailment
98	a	b	d	e	f	g	h	People in a brown boat float down the street of a city built on water.	People in a brown kayak float down the street of a city built on water.	a	b	c	d	e	neutral
99	a	b	d	e	f	g	h	People in a brown kayak float down the street of a city built on water.	People in a brown boat float down the street of a city built on water.	a	b	c	d	e	entailment
100	a	b	d	e	f	g	h	Two dogs are running together down a with path covered in dead leaves.	Two mammals are running together down a with path covered in dead leaves.	a	b	c	d	e	entailment
101	a	b	d	e	f	g	h	Two mammals are running together down a with path covered in dead leaves.	Two dogs are running together down a with path covered in dead leaves.	a	b	c	d	e	neutral
102	a	b	d	e	f	g	h	Two dogs are running together down a with path covered in dead leaves.	Two spaniels are running together down a with path covered in dead leaves.	a	b	c	d	e	neutral
103	a	b	d	e	f	g	h	Two spaniels are running together down a with path covered in dead leaves.	Two dogs are running together down a with path covered in dead leaves.	a	b	c	d	e	entailment
104	a	b	d	e	f	g	h	Two dogs are running together down a with path covered in dead leaves.	Two dalmatians are running together down a with path covered in dead leaves.	a	b	c	d	e	neutral
105	a	b	d	e	f	g	h	Two dalmatians are running together down a with path covered in dead leaves.	Two dogs are running together down a with path covered in dead leaves.	a	b	c	d	e	entailment
106	a	b	d	e	f	g	h	Two dogs are running together down a with path covered in dead leaves.	Two corgis are running together down a with path covered in dead leaves.	a	b	c	d	e	neutral
107	a	b	d	e	f	g	h	Two corgis are running together down a with path covered in dead leaves.	Two dogs are running together down a with path covered in dead leaves.	a	b	c	d	e	entailment
108	a	b	d	e	f	g	h	Two dogs are running together down a with path covered in dead leaves.	Two terriers are running together down a with path covered in dead leaves.	a	b	c	d	e	neutral
109	a	b	d	e	f	g	h	Two terriers are running together down a with path covered in dead leaves.	Two dogs are running together down a with path covered in dead leaves.	a	b	c	d	e	entailment
110	a	b	d	e	f	g	h	Two dogs are running together down a with path covered in dead leaves.	Two beagles are running together down a with path covered in dead leaves.	a	b	c	d	e	neutral
111	a	b	d	e	f	g	h	Two beagles are running together down a with path covered in dead leaves.	Two dogs are running together down a with path covered in dead leaves.	a	b	c	d	e	entailment
112	a	b	d	e	f	g	h	Two dogs are running together down a with path covered in dead leaves.	Two poodles are running together down a with path covered in dead leaves.	a	b	c	d	e	neutral
113	a	b	d	e	f	g	h	Two poodles are running together down a with path covered in dead leaves.	Two dogs are running together down a with path covered in dead leaves.	a	b	c	d	e	entailment
114	a	b	d	e	f	g	h	Two dogs are running together down a with path covered in dead leaves.	Two greyhounds are running together down a with path covered in dead leaves.	a	b	c	d	e	neutral
115	a	b	d	e	f	g	h	Two greyhounds are running together down a with path covered in dead leaves.	Two dogs are running together down a with path covered in dead leaves.	a	b	c	d	e	entailment
116	a	b	d	e	f	g	h	Two dogs are running together down a with path covered in dead leaves.	Two huskies are running together down a with path covered in dead leaves.	a	b	c	d	e	neutral
117	a	b	d	e	f	g	h	Two huskies are running together down a with path covered in dead leaves.	Two dogs are running together down a with path covered in dead leaves.	a	b	c	d	e	entailment
118	a	b	d	e	f	g	h	A young man playing with a large yo-yo.	A young man playing with a large toy.	a	b	c	d	e	entailment
119	a	b	d	e	f	g	h	A young man playing with a large toy.	A young man playing with a large yo-yo.	a	b	c	d	e	neutral
120	a	b	d	e	f	g	h	A group of little kids enjoy sandwiches and a slush at a picnic.	A group of little kids enjoy foods and a slush at a picnic.	a	b	c	d	e	entailment
121	a	b	d	e	f	g	h	A group of little kids enjoy foods and a slush at a picnic.	A group of little kids enjoy sandwiches and a slush at a picnic.	a	b	c	d	e	neutral
122	a	b	d	e	f	g	h	A man wearing a multi-color coat is playing the guitar on the street.	A man wearing a multi-color coat is playing the instrument on the street.	a	b	c	d	e	entailment
123	a	b	d	e	f	g	h	A man wearing a multi-color coat is playing the instrument on the street.	A man wearing a multi-color coat is playing the guitar on the street.	a	b	c	d	e	neutral
124	a	b	d	e	f	g	h	A woman who is fixing her computer while showing her daughter what it is doing.	A woman who is fixing her machine while showing her daughter what it is doing.	a	b	c	d	e	entailment
125	a	b	d	e	f	g	h	A woman who is fixing her machine while showing her daughter what it is doing.	A woman who is fixing her computer while showing her daughter what it is doing.	a	b	c	d	e	neutral
126	a	b	d	e	f	g	h	A woman who is fixing her computer while showing her daughter what it is doing.	A woman who is fixing her device while showing her daughter what it is doing.	a	b	c	d	e	entailment
127	a	b	d	e	f	g	h	A woman who is fixing her device while showing her daughter what it is doing.	A woman who is fixing her computer while showing her daughter what it is doing.	a	b	c	d	e	neutral
128	a	b	d	e	f	g	h	Child sliding down slide into pool of water.	Child sliding down slide into pool of saltwater.	a	b	c	d	e	neutral
129	a	b	d	e	f	g	h	Child sliding down slide into pool of saltwater.	Child sliding down slide into pool of water.	a	b	c	d	e	entailment
130	a	b	d	e	f	g	h	Child sliding down slide into pool of water.	Child sliding down slide into pool of rainwater.	a	b	c	d	e	neutral
131	a	b	d	e	f	g	h	Child sliding down slide into pool of rainwater.	Child sliding down slide into pool of water.	a	b	c	d	e	entailment
132	a	b	d	e	f	g	h	A black dog chases birds on the shoreline	A black dog chases animals on the shoreline	a	b	c	d	e	entailment
133	a	b	d	e	f	g	h	A black dog chases animals on the shoreline	A black dog chases birds on the shoreline	a	b	c	d	e	neutral
134	a	b	d	e	f	g	h	A black dog chases birds on the shoreline	A black dog chases eagles on the shoreline	a	b	c	d	e	neutral
135	a	b	d	e	f	g	h	A black dog chases eagles on the shoreline	A black dog chases birds on the shoreline	a	b	c	d	e	entailment
136	a	b	d	e	f	g	h	A black dog chases birds on the shoreline	A black dog chases swans on the shoreline	a	b	c	d	e	neutral
137	a	b	d	e	f	g	h	A black dog chases swans on the shoreline	A black dog chases birds on the shoreline	a	b	c	d	e	entailment
138	a	b	d	e	f	g	h	A black dog chases birds on the shoreline	A black dog chases peacocks on the shoreline	a	b	c	d	e	neutral
139	a	b	d	e	f	g	h	A black dog chases peacocks on the shoreline	A black dog chases birds on the shoreline	a	b	c	d	e	entailment
140	a	b	d	e	f	g	h	A black dog chases birds on the shoreline	A black dog chases swallows on the shoreline	a	b	c	d	e	neutral
141	a	b	d	e	f	g	h	A black dog chases swallows on the shoreline	A black dog chases birds on the shoreline	a	b	c	d	e	entailment
142	a	b	d	e	f	g	h	A black dog chases birds on the shoreline	A black dog chases owls on the shoreline	a	b	c	d	e	neutral
143	a	b	d	e	f	g	h	A black dog chases owls on the shoreline	A black dog chases birds on the shoreline	a	b	c	d	e	entailment
144	a	b	d	e	f	g	h	A black dog chases birds on the shoreline	A black dog chases cranes on the shoreline	a	b	c	d	e	neutral
145	a	b	d	e	f	g	h	A black dog chases cranes on the shoreline	A black dog chases birds on the shoreline	a	b	c	d	e	entailment
146	a	b	d	e	f	g	h	A black dog chases birds on the shoreline	A black dog chases ravens on the shoreline	a	b	c	d	e	neutral
147	a	b	d	e	f	g	h	A black dog chases ravens on the shoreline	A black dog chases birds on the shoreline	a	b	c	d	e	entailment
148	a	b	d	e	f	g	h	A black dog chases birds on the shoreline	A black dog chases ducks on the shoreline	a	b	c	d	e	neutral
149	a	b	d	e	f	g	h	A black dog chases ducks on the shoreline	A black dog chases birds on the shoreline	a	b	c	d	e	entailment
150	a	b	d	e	f	g	h	A black dog chases birds on the shoreline	A black dog chases parrots on the shoreline	a	b	c	d	e	neutral
151	a	b	d	e	f	g	h	A black dog chases parrots on the shoreline	A black dog chases birds on the shoreline	a	b	c	d	e	entailment
152	a	b	d	e	f	g	h	A black dog chases birds on the shoreline	A black dog chases turkeys on the shoreline	a	b	c	d	e	neutral
153	a	b	d	e	f	g	h	A black dog chases turkeys on the shoreline	A black dog chases birds on the shoreline	a	b	c	d	e	entailment
154	a	b	d	e	f	g	h	A black dog chases birds on the shoreline	A black dog chases doves on the shoreline	a	b	c	d	e	neutral
155	a	b	d	e	f	g	h	A black dog chases doves on the shoreline	A black dog chases birds on the shoreline	a	b	c	d	e	entailment
156	a	b	d	e	f	g	h	A black dog chases birds on the shoreline	A black dog chases geese on the shoreline	a	b	c	d	e	neutral
157	a	b	d	e	f	g	h	A black dog chases geese on the shoreline	A black dog chases birds on the shoreline	a	b	c	d	e	entailment
158	a	b	d	e	f	g	h	A black dog chases birds on the shoreline	A black dog chases pelicans on the shoreline	a	b	c	d	e	neutral
159	a	b	d	e	f	g	h	A black dog chases pelicans on the shoreline	A black dog chases birds on the shoreline	a	b	c	d	e	entailment
160	a	b	d	e	f	g	h	A black dog chases birds on the shoreline	A black dog chases crows on the shoreline	a	b	c	d	e	neutral
161	a	b	d	e	f	g	h	A black dog chases crows on the shoreline	A black dog chases birds on the shoreline	a	b	c	d	e	entailment
162	a	b	d	e	f	g	h	A black dog chases birds on the shoreline	A black dog chases chickens on the shoreline	a	b	c	d	e	neutral
163	a	b	d	e	f	g	h	A black dog chases chickens on the shoreline	A black dog chases birds on the shoreline	a	b	c	d	e	entailment
164	a	b	d	e	f	g	h	A black dog chases birds on the shoreline	A black dog chases hedge sparrows on the shoreline	a	b	c	d	e	neutral
165	a	b	d	e	f	g	h	A black dog chases hedge sparrows on the shoreline	A black dog chases birds on the shoreline	a	b	c	d	e	entailment
166	a	b	d	e	f	g	h	A black dog chases birds on the shoreline	A black dog chases penguins on the shoreline	a	b	c	d	e	neutral
167	a	b	d	e	f	g	h	A black dog chases penguins on the shoreline	A black dog chases birds on the shoreline	a	b	c	d	e	entailment
168	a	b	d	e	f	g	h	A woman wearing a red helmet with a white star on it, rollerblading.	A woman wearing a red helmet with a white shape on it, rollerblading.	a	b	c	d	e	entailment
169	a	b	d	e	f	g	h	A woman wearing a red helmet with a white shape on it, rollerblading.	A woman wearing a red helmet with a white star on it, rollerblading.	a	b	c	d	e	neutral
170	a	b	d	e	f	g	h	The worker is standing on a ladder on a city sidewalk repairing the building with a large drill.	The worker is standing on a ladder on a city sidewalk repairing the building with a large tool.	a	b	c	d	e	entailment
171	a	b	d	e	f	g	h	The worker is standing on a ladder on a city sidewalk repairing the building with a large tool.	The worker is standing on a ladder on a city sidewalk repairing the building with a large drill.	a	b	c	d	e	neutral
172	a	b	d	e	f	g	h	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by vegetables.	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by foods.	a	b	c	d	e	entailment
173	a	b	d	e	f	g	h	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by foods.	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by vegetables.	a	b	c	d	e	neutral
174	a	b	d	e	f	g	h	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by vegetables.	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by yams.	a	b	c	d	e	neutral
175	a	b	d	e	f	g	h	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by yams.	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by vegetables.	a	b	c	d	e	entailment
176	a	b	d	e	f	g	h	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by vegetables.	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by onions.	a	b	c	d	e	neutral
177	a	b	d	e	f	g	h	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by onions.	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by vegetables.	a	b	c	d	e	entailment
178	a	b	d	e	f	g	h	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by vegetables.	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by carrots.	a	b	c	d	e	neutral
179	a	b	d	e	f	g	h	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by carrots.	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by vegetables.	a	b	c	d	e	entailment
180	a	b	d	e	f	g	h	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by vegetables.	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by tomatoes.	a	b	c	d	e	neutral
181	a	b	d	e	f	g	h	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by tomatoes.	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by vegetables.	a	b	c	d	e	entailment
182	a	b	d	e	f	g	h	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by vegetables.	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by peppers.	a	b	c	d	e	neutral
183	a	b	d	e	f	g	h	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by peppers.	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by vegetables.	a	b	c	d	e	entailment
184	a	b	d	e	f	g	h	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by vegetables.	A blond man, who is wearing a black t-shirt is playing a game of scrabble and is surrounded by cabbages.	a	b	c	d	e	neutral
