index	promptID	pairID	genre	sentence1_binary_parse	sentence2_binary_parse	sentence1_parse	sentence2_parse	sentence1	sentence2	label1	label2	label3	label4	label5	gold_label
120	a	b	c	d	e	f	g	h	Group of three people stand outside a building holding an over sized ukulele and an accordion.	Group of three people stand outside a building holding an over sized ukulele and a flute.	a	b	c	d	e	contradiction
121	a	b	c	d	e	f	g	h	Group of three people stand outside a building holding an over sized ukulele and an accordion.	Group of three people stand outside a building holding an over sized ukulele and an instrument.	a	b	c	d	e	entailment
122	a	b	c	d	e	f	g	h	Group of three people stand outside a building holding an over sized ukulele and an accordion.	Group of three people stand outside a building holding an over sized ukulele and an acoustic guitar.	a	b	c	d	e	contradiction
123	a	b	c	d	e	f	g	h	Group of three people stand outside a building holding an over sized ukulele and an accordion.	Group of three people stand outside a building holding an over sized ukulele and a trumpet.	a	b	c	d	e	contradiction
124	a	b	c	d	e	f	g	h	A man in a red jacket standing on the moon.	A man in a pink jacket standing on the moon.	a	b	c	d	e	contradiction
125	a	b	c	d	e	f	g	h	A man in a red jacket standing on the moon.	A man in a purple jacket standing on the moon.	a	b	c	d	e	contradiction
126	a	b	c	d	e	f	g	h	A man in a red jacket standing on the moon.	A man in a white jacket standing on the moon.	a	b	c	d	e	contradiction
127	a	b	c	d	e	f	g	h	A man in a red jacket standing on the moon.	A man in a yellow jacket standing on the moon.	a	b	c	d	e	contradiction
128	a	b	c	d	e	f	g	h	A man in a red jacket standing on the moon.	A man in a red jacket standing on the sun.	a	b	c	d	e	contradiction
129	a	b	c	d	e	f	g	h	The man is inside playing the accordion.	The man is inside playing the clarinet.	a	b	c	d	e	contradiction
130	a	b	c	d	e	f	g	h	The man is inside playing the accordion.	The man is inside playing the harp.	a	b	c	d	e	contradiction
131	a	b	c	d	e	f	g	h	The man is inside playing the accordion.	The man is inside playing the banjo.	a	b	c	d	e	contradiction
132	a	b	c	d	e	f	g	h	The man is inside playing the accordion.	The man is inside playing the oboe.	a	b	c	d	e	contradiction
133	a	b	c	d	e	f	g	h	The man is inside playing the accordion.	The man is inside playing the tuba.	a	b	c	d	e	contradiction
134	a	b	c	d	e	f	g	h	Workers cannot be seen in the dark.	Workers can be seen in the dark.	a	b	c	d	e	contradiction
135	a	b	c	d	e	f	g	h	Three men outdoors smiling, drinking beer, and taking pictures.	Three men outdoors smiling, drinking gin, and taking pictures.	a	b	c	d	e	contradiction
136	a	b	c	d	e	f	g	h	Three men outdoors smiling, drinking beer, and taking pictures.	Three men outdoors smiling, drinking cider, and taking pictures.	a	b	c	d	e	contradiction
137	a	b	c	d	e	f	g	h	Three men outdoors smiling, drinking beer, and taking pictures.	Three men outdoors smiling, drinking whisky, and taking pictures.	a	b	c	d	e	contradiction
138	a	b	c	d	e	f	g	h	Three men outdoors smiling, drinking beer, and taking pictures.	Three men outdoors smiling, drinking champagne, and taking pictures.	a	b	c	d	e	contradiction
139	a	b	c	d	e	f	g	h	Three men outdoors smiling, drinking beer, and taking pictures.	Three men outdoors smiling, drinking tequila, and taking pictures.	a	b	c	d	e	contradiction
140	a	b	c	d	e	f	g	h	A well dressed soothsayer is at a high-class party drinking champagne.	A well dressed soothsayer is at a high-class party drinking cider.	a	b	c	d	e	contradiction
141	a	b	c	d	e	f	g	h	A well dressed soothsayer is at a high-class party drinking champagne.	A well dressed soothsayer is at a high-class party drinking whisky.	a	b	c	d	e	contradiction
142	a	b	c	d	e	f	g	h	A well dressed soothsayer is at a high-class party drinking champagne.	A well dressed soothsayer is at a high-class party drinking tequila.	a	b	c	d	e	contradiction
143	a	b	c	d	e	f	g	h	A well dressed soothsayer is at a high-class party drinking champagne.	A well dressed soothsayer is at a high-class party drinking vodka.	a	b	c	d	e	contradiction
144	a	b	c	d	e	f	g	h	A well dressed soothsayer is at a high-class party drinking champagne.	A well dressed soothsayer is at a high-class party drinking gin.	a	b	c	d	e	contradiction
145	a	b	c	d	e	f	g	h	A little girl is laughing as her mom holds her up to a pole at the playground.	A big girl is laughing as her mom holds her up to a pole at the playground.	a	b	c	d	e	contradiction
146	a	b	c	d	e	f	g	h	A little girl is laughing as her mom holds her up to a pole at the playground.	A tiny girl is laughing as her mom holds her up to a pole at the playground.	a	b	c	d	e	entailment
147	a	b	c	d	e	f	g	h	A little girl is laughing as her mom holds her up to a pole at the playground.	A small girl is laughing as her mom holds her up to a pole at the playground.	a	b	c	d	e	entailment
148	a	b	c	d	e	f	g	h	A little girl is laughing as her mom holds her up to a pole at the playground.	A little girl is laughing as her mother holds her up to a pole at the playground.	a	b	c	d	e	entailment
149	a	b	c	d	e	f	g	h	A little girl is laughing as her mom holds her up to a pole at the playground.	A large girl is laughing as her mom holds her up to a pole at the playground.	a	b	c	d	e	contradiction
150	a	b	c	d	e	f	g	h	A male plays a banjo while sitting on a sofa.	A male plays a french horn while sitting on a sofa.	a	b	c	d	e	contradiction
151	a	b	c	d	e	f	g	h	A male plays a banjo while sitting on a sofa.	A male plays an instrument while sitting on a sofa.	a	b	c	d	e	entailment
152	a	b	c	d	e	f	g	h	A male plays a banjo while sitting on a sofa.	A male plays a flute while sitting on a sofa.	a	b	c	d	e	contradiction
153	a	b	c	d	e	f	g	h	A male plays a banjo while sitting on a sofa.	A male plays a trumpet while sitting on a sofa.	a	b	c	d	e	contradiction
154	a	b	c	d	e	f	g	h	A male plays a banjo while sitting on a sofa.	A male plays an acoustic guitar while sitting on a sofa.	a	b	c	d	e	contradiction
155	a	b	c	d	e	f	g	h	A dog is sitting on the living room floor.	A dog is sitting on the courtroom floor.	a	b	c	d	e	contradiction
156	a	b	c	d	e	f	g	h	A dog is sitting on the living room floor.	A dog is sitting on the bathroom floor.	a	b	c	d	e	contradiction
157	a	b	c	d	e	f	g	h	A dog is sitting on the living room floor.	A dog is sitting on the bedroom floor.	a	b	c	d	e	contradiction
158	a	b	c	d	e	f	g	h	A dog is sitting on the living room floor.	A dog is sitting on the dining room floor.	a	b	c	d	e	contradiction
159	a	b	c	d	e	f	g	h	A dog is sitting on the living room floor.	A dog is sitting on the garage floor.	a	b	c	d	e	contradiction
160	a	b	c	d	e	f	g	h	A huge inflatable santa slide with two people selling something on the side of the road	A huge inflatable santa slide with eleven people selling something on the side of the road	a	b	c	d	e	contradiction
161	a	b	c	d	e	f	g	h	A huge inflatable santa slide with two people selling something on the side of the road	A huge inflatable santa slide with five people selling something on the side of the road	a	b	c	d	e	contradiction
162	a	b	c	d	e	f	g	h	A huge inflatable santa slide with two people selling something on the side of the road	A huge inflatable santa slide with 9 people selling something on the side of the road	a	b	c	d	e	contradiction
163	a	b	c	d	e	f	g	h	A huge inflatable santa slide with two people selling something on the side of the road	A huge inflatable santa slide with ten people selling something on the side of the road	a	b	c	d	e	contradiction
164	a	b	c	d	e	f	g	h	A huge inflatable santa slide with two people selling something on the side of the road	A huge inflatable santa slide with two people buying something on the side of the road	a	b	c	d	e	contradiction
165	a	b	c	d	e	f	g	h	a woman is about to start painting outside	a woman is about to end painting outside	a	b	c	d	e	contradiction
166	a	b	c	d	e	f	g	h	a woman is about to start painting outside	a woman is about to finish painting outside	a	b	c	d	e	contradiction
167	a	b	c	d	e	f	g	h	a woman is about to start painting outside	a woman is about to start painting inside	a	b	c	d	e	contradiction
168	a	b	c	d	e	f	g	h	a woman is about to start painting outside	a woman is about to stop painting outside	a	b	c	d	e	contradiction
169	a	b	c	d	e	f	g	h	a woman is about to start painting outside	a man is about to start painting outside	a	b	c	d	e	contradiction
170	a	b	c	d	e	f	g	h	Group of people drinking beer	Group of people drinking tequila	a	b	c	d	e	contradiction
171	a	b	c	d	e	f	g	h	Group of people drinking beer	Group of people drinking gin	a	b	c	d	e	contradiction
172	a	b	c	d	e	f	g	h	Group of people drinking beer	Group of people drinking vodka	a	b	c	d	e	contradiction
173	a	b	c	d	e	f	g	h	Group of people drinking beer	Group of people drinking cider	a	b	c	d	e	contradiction
174	a	b	c	d	e	f	g	h	Group of people drinking beer	Group of people drinking whisky	a	b	c	d	e	contradiction
175	a	b	c	d	e	f	g	h	A man holds a cello.	A man holds an instrument.	a	b	c	d	e	entailment
176	a	b	c	d	e	f	g	h	A man holds a cello.	A man holds an electric guitar.	a	b	c	d	e	contradiction
177	a	b	c	d	e	f	g	h	A man holds a cello.	A man holds a trumpet.	a	b	c	d	e	contradiction
178	a	b	c	d	e	f	g	h	A man holds a cello.	A man holds a french horn.	a	b	c	d	e	contradiction
179	a	b	c	d	e	f	g	h	A man holds a cello.	A man holds an acoustic guitar.	a	b	c	d	e	contradiction
180	a	b	c	d	e	f	g	h	A woman walking into the sun along a brick wall.	A woman walking into the sun along a plastic wall.	a	b	c	d	e	contradiction
181	a	b	c	d	e	f	g	h	A woman walking into the sun along a brick wall.	A woman walking into the sun along a wood wall.	a	b	c	d	e	contradiction
182	a	b	c	d	e	f	g	h	A woman walking into the sun along a brick wall.	A man walking into the sun along a brick wall.	a	b	c	d	e	contradiction
183	a	b	c	d	e	f	g	h	Two female ice skaters, one wearing dark blue bent upwards, and the other wearing light blue bent downwards.	Two female ice skaters, one wearing dark blue bent downward, and the other wearing light blue bent downwards.	a	b	c	d	e	contradiction
184	a	b	c	d	e	f	g	h	Two female ice skaters, one wearing dark blue bent upwards, and the other wearing light blue bent downwards.	Two female ice skaters, one wearing dark blue bent downwards, and the other wearing light blue bent downwards.	a	b	c	d	e	contradiction
